dataset_name,total_rows,valid_rows,invalid_rows,quality_score,missing_required_count,invalid_price_count,crossed_market_count,wide_spread_count,invalid_iv_count,duplicate_instrument_count,stale_or_missing_timestamp_count,notes,issues,issues_json,timestamp
option_chain,152,127,25,0.8355263157894737,0,0,0,25,0,0,0,review_required,"[{'reason': 'wide_spread', 'count': 25}]","[{""reason"": ""wide_spread"", ""count"": 25}]",2026-05-13T09:19:05.066119+00:00
