instrument_name,option_type,expiry,strike,days_to_expiry,underlying_price_usd,spot_price,moneyness,abs_moneyness,mark_price_usd,bid_price_usd,ask_price_usd,last_price_usd,market_price_usd,mark_iv,implied_volatility,delta,gamma,vega,theta,open_interest,volume,bid_ask_spread_pct,model_price_usd,theoretical_price,price_diff_pct,volatility_spread,classification,combined_score,historical_volatility_used
ETH-29MAY26-2550-C,call,2026-05-29,2550.0,15.049874001041667,2267.11,2267.11,0.12478000626348074,0.12478000626348074,14.509504000000002,13.60266,15.86977,13.60266,14.509504000000002,49.39,0.4939,0.13245,0.00094,0.98726,-1.61994,17001.0,5237.0,0.15384615384615388,32.77931354652526,32.77931354652526,-0.5573579056374698,-0.15380311708484395,cheap,0.7111610227223137,0.647703117084844
ETH-22MAY26-2400-C,call,2026-05-22,2400.0,8.049874001041667,2267.11,2267.11,0.05861647648327595,0.05861647648327595,19.043724,18.13688,20.40399,19.270435000000003,19.043724,46.8,0.46799999999999997,0.21835,0.00187,0.99309,-2.88658,4807.0,5585.0,0.11764705882352935,38.85925054581526,38.85925054581526,-0.5099307440953512,-0.179703117084844,cheap,0.6896338611801952,0.647703117084844
ETH-29MAY26-2500-C,call,2026-05-29,2500.0,15.049874001041667,2267.11,2267.11,0.10272549633674588,0.10272549633674588,20.177279000000002,19.270435000000003,21.537545,21.537545,20.177279000000002,48.64,0.4864,0.17541,0.00115,1.18935,-1.92209,25111.0,77.0,0.11111111111111105,42.3516408521989,42.3516408521989,-0.5235773964362848,-0.16130311708484396,cheap,0.6848805135211287,0.647703117084844
ETH-17MAY26-2250-P,put,2026-05-17,2250.0,3.049874001041667,2267.11,2267.11,-0.00754705329692873,0.00754705329692873,25.618343,24.93821,26.071765000000003,24.93821,25.618343,40.94,0.4094,-0.4125,0.00459,0.8068,-5.4152,2506.0,2717.0,0.04444444444444449,44.87461998967376,44.87461998967376,-0.42911287035087725,-0.23830311708484397,cheap,0.6674159874357213,0.647703117084844
ETH-17MAY26-2275-C,call,2026-05-17,2275.0,3.049874001041667,2267.11,2267.11,0.003480201666438809,0.003480201666438809,30.152563,28.338875,31.73954,31.73954,30.152563,40.69,0.4069,0.47019,0.00472,0.82446,-5.49972,117.0,171.0,0.11320754716981131,50.136089828834656,50.136089828834656,-0.39858566747145036,-0.24080311708484398,cheap,0.6393887845562943,0.647703117084844
ETH-26JUN26-3000-C,call,2026-06-26,3000.0,43.049874001041665,2267.11,2267.11,0.3232705956040951,0.3232705956040951,14.056082,13.60266,14.736215,14.736215,14.056082,53.93,0.5393,0.07969,0.00035,1.15681,-0.72465,10829.0,17.0,0.07999999999999996,29.890516582893042,29.890516582893042,-0.5297477726415546,-0.10840311708484396,cheap,0.6381508897263986,0.647703117084844
ETH-29MAY26-2450-C,call,2026-05-29,2450.0,15.049874001041667,2267.11,2267.11,0.08067098641001103,0.08067098641001103,28.565586000000003,27.20532,29.47243,24.93821,28.565586000000003,48.3,0.483,0.23134,0.00137,1.40347,-2.25186,7446.0,429.0,0.07999999999999996,54.12866206221679,54.12866206221679,-0.47226506416940384,-0.16470311708484398,cheap,0.6369681812542478,0.647703117084844
ETH-22MAY26-2100-P,put,2026-05-22,2100.0,8.049874001041667,2267.11,2267.11,-0.07371058307713352,0.07371058307713352,12.922527,11.335550000000001,13.60266,17.003325,12.922527,50.48,0.5047999999999999,-0.14332,0.00133,0.76175,-2.38818,3608.0,1211.0,0.1818181818181817,24.970733448409987,24.970733448409987,-0.4824930942978432,-0.14290311708484404,cheap,0.6253962113826872,0.647703117084844
ETH-22MAY26-2350-C,call,2026-05-22,2350.0,8.049874001041667,2267.11,2267.11,0.03656196655654109,0.03656196655654109,30.379274000000002,29.47243,31.73954,30.605985,30.379274000000002,46.12,0.4612,0.31473,0.00229,1.19622,-3.42686,2806.0,258.0,0.07407407407407415,53.90465406032217,53.90465406032217,-0.4364257682462078,-0.18650311708484396,cheap,0.6229288853310517,0.647703117084844
ETH-26JUN26-2900-C,call,2026-06-26,2900.0,43.049874001041665,2267.11,2267.11,0.27916157575062517,0.27916157575062517,19.723857,19.270435000000003,20.40399,17.003325,19.723857,53.19,0.5318999999999999,0.10677,0.00044,1.43628,-0.88728,14139.0,70.0,0.05714285714285702,40.006984321878804,40.006984321878804,-0.5069896585728527,-0.11580311708484403,cheap,0.6227927756576968,0.647703117084844
ETH-22MAY26-2150-P,put,2026-05-22,2150.0,8.049874001041667,2267.11,2267.11,-0.05165607315039855,0.05165607315039855,20.857412,19.270435000000003,21.537545,22.671100000000003,20.857412,48.37,0.48369999999999996,-0.21737,0.0018,0.99052,-2.97599,2243.0,332.0,0.11111111111111105,38.13187824472732,38.13187824472732,-0.45301902344964984,-0.164003117084844,cheap,0.6170221405344938,0.647703117084844
ETH-26JUN26-2800-C,call,2026-06-26,2800.0,43.049874001041665,2267.11,2267.11,0.23505255589715524,0.23505255589715524,27.658742000000004,27.20532,28.338875,26.071765000000003,27.658742000000004,52.53,0.5253,0.14292,0.00055,1.76148,-1.0746,18008.0,752.0,0.04081632653061228,53.13888859893609,53.13888859893609,-0.4795009318174982,-0.12240311708484397,cheap,0.6019040489023422,0.647703117084844
ETH-17MAY26-2275-P,put,2026-05-17,2275.0,3.049874001041667,2267.11,2267.11,0.003480201666438809,0.003480201666438809,37.634026000000006,36.27376,38.540870000000005,44.208645000000004,37.634026000000006,40.69,0.4069,-0.52981,0.00472,0.82446,-5.49972,70.0,72.0,0.06060606060606066,57.26583734109295,57.26583734109295,-0.34281889958510225,-0.24080311708484398,cheap,0.5836220166699462,0.647703117084844
ETH-29MAY26-2400-C,call,2026-05-29,2400.0,15.049874001041667,2267.11,2267.11,0.05861647648327595,0.05861647648327595,40.127847,38.540870000000005,40.80798,38.540870000000005,40.127847,48.23,0.48229999999999995,0.29977,0.00156,1.60127,-2.56559,21709.0,5228.0,0.05714285714285702,68.41700597704983,68.41700597704983,-0.4134813935959035,-0.165403117084844,cheap,0.5788845106807475,0.647703117084844
ETH-22MAY26-2200-P,put,2026-05-22,2200.0,8.049874001041667,2267.11,2267.11,-0.029601563223663696,0.029601563223663696,33.779939,32.873095000000006,35.140205,36.27376,33.779939,46.85,0.4685,-0.31771,0.00226,1.20101,-3.49459,4906.0,1009.0,0.06666666666666651,55.50075914870661,55.50075914870661,-0.39136077563387334,-0.17920311708484393,cheap,0.5705638927187173,0.647703117084844
ETH-26JUN26-2700-C,call,2026-06-26,2700.0,43.049874001041665,2267.11,2267.11,0.19094353604368552,0.19094353604368552,39.221003,38.540870000000005,40.80798,40.80798,39.221003,52.01,0.5201,0.19047,0.00067,2.12094,-1.28116,7506.0,21.0,0.05714285714285702,69.99335200193855,69.99335200193855,-0.43964673960873124,-0.12760311708484395,cheap,0.5672498566935752,0.647703117084844
ETH-17MAY26-2250-C,call,2026-05-17,2250.0,3.049874001041667,2267.11,2267.11,-0.00754705329692873,0.00754705329692873,43.07509,41.941535,45.342200000000005,35.140205,43.07509,40.94,0.4094,0.5875,0.00459,0.8068,-5.4152,407.0,487.0,0.077922077922078,62.73651805447298,62.73651805447298,-0.31339686460446076,-0.23830311708484397,cheap,0.5516999816893047,0.647703117084844
ETH-22MAY26-2300-C,call,2026-05-22,2300.0,8.049874001041667,2267.11,2267.11,0.014507456629806237,0.014507456629806237,47.60931000000001,46.47575500000001,48.742865,37.407315000000004,47.60931000000001,45.91,0.45909999999999995,0.43266,0.00254,1.32468,-3.77729,1773.0,1373.0,0.04761904761904751,72.98786198068933,72.98786198068933,-0.34770921207972666,-0.188603117084844,cheap,0.5363123291645706,0.647703117084844
ETH-26JUN26-2600-C,call,2026-06-26,2600.0,43.049874001041665,2267.11,2267.11,0.1468345161902156,0.1468345161902156,55.770906000000004,54.41064,56.67775,56.67775,55.770906000000004,51.76,0.5176,0.25178,0.00079,2.48923,-1.49652,15958.0,21.0,0.04081632653061228,91.35857141029317,91.35857141029317,-0.3895383307874665,-0.130103117084844,cheap,0.5196414478723106,0.647703117084844
ETH-29MAY26-2350-C,call,2026-05-29,2350.0,15.049874001041667,2267.11,2267.11,0.03656196655654109,0.03656196655654109,55.31748400000001,54.41064,56.67775,55.544195,55.31748400000001,48.22,0.48219999999999996,0.37819,0.00171,1.75155,-2.80612,9367.0,360.0,0.04081632653061228,85.50484490129702,85.50484490129702,-0.35304854287665166,-0.165503117084844,cheap,0.5185516599614957,0.647703117084844
ETH-29MAY26-2050-P,put,2026-05-29,2050.0,15.049874001041667,2267.11,2267.11,-0.09576509300386837,0.09576509300386837,21.310834000000003,20.40399,21.537545,26.071765000000003,21.310834000000003,52.75,0.5275,-0.15857,0.001,1.1144,-1.95312,4993.0,89.0,0.054054054054054106,35.35457663050215,35.35457663050215,-0.39722559195874835,-0.12020311708484399,cheap,0.5174287090435923,0.647703117084844
ETH-29MAY26-2100-P,put,2026-05-29,2100.0,15.049874001041667,2267.11,2267.11,-0.07371058307713352,0.07371058307713352,30.379274000000002,29.47243,30.605985,31.73954,30.379274000000002,51.41,0.5141,-0.21394,0.00123,1.34227,-2.29265,66495.0,60179.0,0.037735849056603814,48.724944705816256,48.724944705816256,-0.37651496202983575,-0.13360311708484396,cheap,0.5101180791146798,0.647703117084844
ETH-22MAY26-2250-P,put,2026-05-22,2250.0,8.049874001041667,2267.11,2267.11,-0.00754705329692873,0.00754705329692873,53.050374000000005,52.143530000000005,53.277085,55.544195,53.050374000000005,46.1,0.461,-0.43943,0.00254,1.32835,-3.80336,3357.0,383.0,0.02150537634408591,77.38503939771215,77.38503939771215,-0.3144621439377543,-0.18670311708484394,cheap,0.5011652610225983,0.647703117084844
ETH-29MAY26-2000-P,put,2026-05-29,2000.0,15.049874001041667,2267.11,2267.11,-0.11781960293060334,0.11781960293060334,14.962926000000001,13.60266,15.86977,14.736215,14.962926000000001,54.53,0.5453,-0.11619,0.00078,0.90082,-1.63201,10603.0,1511.0,0.15384615384615388,24.843969040073546,24.843969040073546,-0.39772401197793045,-0.10240311708484395,cheap,0.5001271290627745,0.647703117084844
ETH-17MAY26-2300-P,put,2026-05-17,2300.0,3.049874001041667,2267.11,2267.11,0.014507456629806237,0.014507456629806237,52.823663,51.009975000000004,54.41064,62.345525,52.823663,40.97,0.4097,-0.64275,0.00439,0.77326,-5.19394,2503.0,2504.0,0.064516129032258,71.4961368487061,71.4961368487061,-0.261167591309432,-0.23800311708484395,cheap,0.49917070839427596,0.647703117084844
ETH-29MAY26-2150-P,put,2026-05-29,2150.0,15.049874001041667,2267.11,2267.11,-0.05165607315039855,0.05165607315039855,42.394957000000005,40.80798,43.07509,44.208645000000004,42.394957000000005,50.15,0.5015,-0.28124,0.00146,1.55416,-2.58916,7531.0,373.0,0.054054054054054106,65.22213785003669,65.22213785003669,-0.34999130053851557,-0.14620311708484401,cheap,0.4961944176233596,0.647703117084844
ETH-26JUN26-2500-C,call,2026-06-26,2500.0,43.049874001041665,2267.11,2267.11,0.10272549633674588,0.10272549633674588,78.66871700000002,77.08174000000001,79.34885000000001,78.21529500000001,78.66871700000002,51.74,0.5174,0.32688,0.00089,2.81536,-1.69186,66557.0,47.0,0.028985507246376836,118.07595713957517,118.07595713957517,-0.333744829127175,-0.130303117084844,cheap,0.464047946212019,0.647703117084844
ETH-17MAY26-2225-C,call,2026-05-17,2225.0,3.049874001041667,2267.11,2267.11,-0.018574308260296157,0.018574308260296157,59.39828200000001,56.67775,66.879745,55.544195,59.39828200000001,41.6,0.41600000000000004,0.69569,0.00406,0.72519,-4.94559,52.0,52.0,0.16513761467889904,77.19248765539328,77.19248765539328,-0.23051732358764093,-0.23170311708484392,cheap,0.46222044067248486,0.647703117084844
ETH-29MAY26-2200-P,put,2026-05-29,2200.0,15.049874001041667,2267.11,2267.11,-0.029601563223663696,0.029601563223663696,59.17157100000001,57.811305,60.078415,63.47908,59.17157100000001,49.38,0.4938,-0.36044,0.00165,1.72429,-2.82866,13493.0,267.0,0.038461538461538505,85.02290481585692,85.02290481585692,-0.3040514067573423,-0.15390311708484394,cheap,0.45795452384218627,0.647703117084844
ETH-29MAY26-2300-C,call,2026-05-29,2300.0,15.049874001041667,2267.11,2267.11,0.014507456629806237,0.014507456629806237,74.81463000000001,73.681075,75.94818500000001,66.879745,74.81463000000001,48.47,0.48469999999999996,0.46429,0.00178,1.83054,-2.94787,10144.0,930.0,0.03030303030303033,105.64243966042204,105.64243966042204,-0.29181273889087767,-0.163003117084844,cheap,0.45481585597572166,0.647703117084844
ETH-22MAY26-2250-C,call,2026-05-22,2250.0,8.049874001041667,2267.11,2267.11,-0.00754705329692873,0.00754705329692873,71.187254,69.146855,72.54752,72.54752,71.187254,46.1,0.461,0.56057,0.00254,1.32835,-3.80336,239.0,389.0,0.04800000000000005,96.47906457600038,96.47906457600038,-0.2621481736701233,-0.18670311708484394,cheap,0.4488512907549672,0.647703117084844
ETH-22MAY26-2300-P,put,2026-05-22,2300.0,8.049874001041667,2267.11,2267.11,0.014507456629806237,0.014507456629806237,79.122139,77.08174000000001,80.482405,83.88307,79.122139,45.91,0.45909999999999995,-0.56734,0.00254,1.32468,-3.77729,3721.0,43.0,0.043165467625899144,103.84974735399487,103.84974735399487,-0.2381094704997725,-0.188603117084844,cheap,0.4267125875846165,0.647703117084844
ETH-17MAY26-2325-P,put,2026-05-17,2325.0,3.049874001041667,2267.11,2267.11,0.025534711593173665,0.025534711593173665,70.733832,63.47908,75.94818500000001,48.742865,70.733832,41.46,0.4146,-0.74095,0.00377,0.67095,-4.56075,1.0,1.0,0.17886178861788626,87.48831120431987,87.48831120431987,-0.19150534481333759,-0.23310311708484394,cheap,0.4246084618981815,0.647703117084844
ETH-29MAY26-2250-P,put,2026-05-29,2250.0,15.049874001041667,2267.11,2267.11,-0.00754705329692873,0.00754705329692873,80.255694,78.21529500000001,80.482405,87.28373500000001,80.255694,48.86,0.4886,-0.44694,0.00176,1.82163,-2.957,21155.0,7154.0,0.02857142857142842,108.204032147877,108.204032147877,-0.2582929452174334,-0.15910311708484398,cheap,0.4173960623022774,0.647703117084844
ETH-26JUN26-2400-C,call,2026-06-26,2400.0,43.049874001041665,2267.11,2267.11,0.05861647648327595,0.05861647648327595,109.047991,108.82128,109.954835,99.75284,109.047991,51.75,0.5175,0.41343,0.00096,3.0397,-1.827,15346.0,170.0,0.010362694300518146,150.99464133289973,150.99464133289973,-0.27780224491821165,-0.130203117084844,cheap,0.40800536200305565,0.647703117084844
ETH-29MAY26-2250-C,call,2026-05-29,2250.0,15.049874001041667,2267.11,2267.11,-0.00754705329692873,0.00754705329692873,99.07270700000001,97.48573,99.75284,96.35217500000002,99.07270700000001,48.86,0.4886,0.55306,0.00176,1.82163,-2.957,15343.0,870.0,0.02298850574712646,129.02190144648603,129.02190144648603,-0.23212488818348367,-0.15910311708484398,cheap,0.3912280052683277,0.647703117084844
ETH-17MAY26-2200-C,call,2026-05-17,2200.0,3.049874001041667,2267.11,2267.11,-0.029601563223663696,0.029601563223663696,78.66871700000002,75.94818500000001,86.15018,80.482405,78.66871700000002,42.95,0.42950000000000005,0.78374,0.00329,0.60758,-4.27776,118.0,118.0,0.12587412587412583,93.45601221139032,93.45601221139032,-0.15822732921604418,-0.2182031170848439,cheap,0.37643044630088807,0.647703117084844
ETH-29MAY26-2300-P,put,2026-05-29,2300.0,15.049874001041667,2267.11,2267.11,0.014507456629806237,0.014507456629806237,106.10074800000001,104.28706000000001,106.55417,104.28706000000001,106.10074800000001,48.47,0.48469999999999996,-0.53571,0.00178,1.83054,-2.94787,18392.0,756.0,0.02150537634408591,134.74217326628855,134.74217326628855,-0.2125646675572391,-0.163003117084844,cheap,0.37556778464208307,0.647703117084844
ETH-22MAY26-2200-C,call,2026-05-22,2200.0,8.049874001041667,2267.11,2267.11,-0.029601563223663696,0.029601563223663696,102.01995000000001,99.75284,105.42061500000001,115.62261,102.01995000000001,46.85,0.4685,0.68229,0.00226,1.20101,-3.49459,217.0,0.0,0.05524861878453044,124.55069487858805,124.55069487858805,-0.18089617966845545,-0.17920311708484393,cheap,0.3600992967532994,0.647703117084844
ETH-17MAY26-2350-P,put,2026-05-17,2350.0,3.049874001041667,2267.11,2267.11,0.03656196655654109,0.03656196655654109,91.137822,82.749515,97.48573,,91.137822,42.27,0.4227,-0.81861,0.00301,0.54643,-3.78674,0.0,0.0,0.16352201257861634,105.11378348140852,105.11378348140852,-0.13296031232555194,-0.22500311708484394,cheap,0.3579634294103959,0.647703117084844
ETH-22MAY26-2350-P,put,2026-05-22,2350.0,8.049874001041667,2267.11,2267.11,0.03656196655654109,0.03656196655654109,112.221945,107.687725,114.48905500000001,99.75284,112.221945,46.12,0.4612,-0.68527,0.00229,1.19622,-3.42686,1040.0,0.0,0.06122448979591843,134.72244998522137,134.72244998522137,-0.16701377526677702,-0.18650311708484396,cheap,0.353516892351621,0.647703117084844
ETH-26JUN26-2100-P,put,2026-06-26,2100.0,43.049874001041665,2267.11,2267.11,-0.07371058307713352,0.07371058307713352,89.324134,88.41729000000001,90.68440000000001,98.619285,89.324134,53.91,0.5390999999999999,-0.30205,0.00083,2.72169,-1.70424,3928.0,76.0,0.025316455696202556,117.11741259619828,117.11741259619828,-0.23731124160012795,-0.10860311708484405,cheap,0.345914358684972,0.647703117084844
ETH-26JUN26-2300-C,call,2026-06-26,2300.0,43.049874001041665,2267.11,2267.11,0.014507456629806237,0.014507456629806237,149.175838,148.49570500000002,150.76281500000002,150.76281500000002,149.175838,52.13,0.5213,0.50873,0.00098,3.11255,-1.88444,8674.0,69.0,0.015151515151515166,190.90729117455078,190.90729117455078,-0.21859538689067032,-0.12640311708484397,cheap,0.3449985039755143,0.647703117084844
ETH-29MAY26-2350-P,put,2026-05-29,2350.0,15.049874001041667,2267.11,2267.11,0.03656196655654109,0.03656196655654109,136.480022,132.62593500000003,138.29371,136.0266,136.480022,48.22,0.48219999999999996,-0.62176,0.00171,1.75165,-2.80627,17079.0,152.0,0.04184100418410024,164.52218141163848,164.52218141163848,-0.17044607098587108,-0.165503117084844,cheap,0.33594918807071505,0.647703117084844
ETH-29MAY26-2200-C,call,2026-05-29,2200.0,15.049874001041667,2267.11,2267.11,-0.029601563223663696,0.029601563223663696,127.865004,125.824605,129.22527000000002,148.722416,127.865004,49.38,0.4938,0.63951,0.00165,1.72434,-2.82876,11649.0,0.0,0.0266666666666668,155.75837701894147,155.75837701894147,-0.17908104560918361,-0.15390311708484394,cheap,0.33298416269402753,0.647703117084844
ETH-26JUN26-2200-P,put,2026-06-26,2200.0,43.049874001041665,2267.11,2267.11,-0.029601563223663696,0.029601563223663696,128.09171500000002,126.95816,129.22527000000002,139.427265,128.09171500000002,52.92,0.5292,-0.39403,0.00093,3.0028,-1.84573,15462.0,416.0,0.017699115044247916,161.0049686756314,161.0049686756314,-0.2044238382601723,-0.11850311708484396,cheap,0.32292695534501625,0.647703117084844
ETH-17MAY26-2175-C,call,2026-05-17,2175.0,3.049874001041667,2267.11,2267.11,-0.040628818187031124,0.040628818187031124,99.75284,96.35217500000002,108.82128,,99.75284,44.61,0.4461,0.85021,0.00252,0.48276,-3.53079,0.0,0.0,0.1215469613259667,111.41759117994434,111.41759117994434,-0.10469398105282354,-0.20160311708484396,cheap,0.3062970981376675,0.647703117084844
ETH-29MAY26-2400-P,put,2026-05-29,2400.0,15.049874001041667,2267.11,2267.11,0.05861647648327595,0.05861647648327595,171.166805,167.76614,173.433915,175.70102500000002,171.166805,48.23,0.48229999999999995,-0.70028,0.00156,1.60114,-2.56537,7475.0,0.0,0.033222591362126276,197.35194539186682,197.35194539186682,-0.13268245387636265,-0.165403117084844,cheap,0.2980855709612067,0.647703117084844
ETH-26JUN26-2300-P,put,2026-06-26,2300.0,43.049874001041665,2267.11,2267.11,0.014507456629806237,0.014507456629806237,176.83458000000002,175.70102500000002,177.96813500000002,177.96813500000002,176.83458000000002,52.13,0.5213,-0.49123,0.00098,3.11259,-1.88447,7248.0,229.0,0.012820512820512832,212.97192004566386,212.97192004566386,-0.1696812426629555,-0.12640311708484397,cheap,0.29608435974779945,0.647703117084844
ETH-22MAY26-2400-P,put,2026-05-22,2400.0,8.049874001041667,2267.11,2267.11,0.05861647648327595,0.05861647648327595,150.76281500000002,142.82793,153.02992500000002,162.098365,150.76281500000002,46.8,0.46799999999999997,-0.78165,0.00187,0.99309,-2.88658,385.0,2.0,0.06896551724137938,169.63295702230835,169.63295702230835,-0.11124101326505041,-0.179703117084844,cheap,0.2909441303498944,0.647703117084844
ETH-26JUN26-2200-C,call,2026-06-26,2200.0,43.049874001041665,2267.11,2267.11,-0.029601563223663696,0.029601563223663696,200.18581300000002,198.372125,201.77279000000001,210.84123000000002,200.18581300000002,52.92,0.5292,0.60597,0.00093,3.0028,-1.84573,7532.0,20.0,0.016997167138810214,238.46967149456646,238.46967149456646,-0.1605397376304883,-0.11850311708484396,cheap,0.27904285471533224,0.647703117084844
ETH-29MAY26-2150-C,call,2026-05-29,2150.0,15.049874001041667,2267.11,2267.11,-0.05165607315039855,0.05165607315039855,161.191521,159.831255,164.365475,162.098365,161.191521,50.15,0.5015,0.71876,0.00146,1.55416,-2.58916,13116.0,100.0,0.027972027972028,185.87521295759643,185.87521295759643,-0.13279711460627894,-0.14620311708484401,cheap,0.279000231691123,0.647703117084844
ETH-22MAY26-2150-C,call,2026-05-22,2150.0,8.049874001041667,2267.11,2267.11,-0.05165607315039855,0.05165607315039855,139.200554,136.0266,147.36215,162.098365,139.200554,48.37,0.48369999999999996,0.78272,0.0018,0.99031,-2.97539,150.0,0.0,0.08000000000000008,157.13772452620287,157.13772452620287,-0.11414935897975169,-0.164003117084844,cheap,0.2781524760645957,0.647703117084844
ETH-26JUN26-2400-P,put,2026-06-26,2400.0,43.049874001041665,2267.11,2267.11,0.05861647648327595,0.05861647648327595,236.45957300000003,234.645885,238.04655,244.84788,236.45957300000003,51.75,0.5175,-0.58657,0.00096,3.0397,-1.827,6602.0,198.0,0.01438848920863311,272.5886018940612,272.5886018940612,-0.13254049744934798,-0.130203117084844,cheap,0.262743614534192,0.647703117084844
ETH-26JUN26-2100-C,call,2026-06-26,2100.0,43.049874001041665,2267.11,2267.11,-0.07371058307713352,0.07371058307713352,261.171072,259.58409500000005,265.25187000000005,249.3821,261.171072,53.91,0.5390999999999999,0.69795,0.00083,2.72169,-1.70424,1378.0,1.0,0.02159827213822896,294.1114471051819,294.1114471051819,-0.11199963629229842,-0.10860311708484405,cheap,0.22060275337714247,0.647703117084844
