instrument_name,option_type,expiry,strike,days_to_expiry,underlying_price_usd,spot_price,moneyness,abs_moneyness,mark_price_usd,bid_price_usd,ask_price_usd,last_price_usd,market_price_usd,mark_iv,implied_volatility,delta,gamma,vega,theta,open_interest,volume,bid_ask_spread_pct,model_price_usd,theoretical_price,price_diff_pct,volatility_spread,classification,combined_score,historical_volatility_used,mci,edge_score,regime_score,vol_score,liquidity_score,greek_score,portfolio_score,mci_reject_reason,decision_reason,decision
ETH-29MAY26-2250-C,call,2026-05-29,2250.0,15.049874001041667,2267.11,2267.11,-0.0075470532969287,0.0075470532969287,99.072707,97.48573,99.75284,96.35217500000002,99.072707,48.86,0.4886,0.55306,0.00176,1.82163,-2.957,15343.0,870.0,0.0229885057471264,129.02190144648603,129.02190144648603,-0.2321248881834836,-0.1591031170848439,cheap,0.3912280052683277,0.647703117084844,0.6162705709513571,0.6172369547442718,0.55,0.22906984505292682,0.9343185550082103,0.4349958000347222,1.0,,accepted_dynamic_mci,accept
ETH-17MAY26-2200-C,call,2026-05-17,2200.0,3.049874001041667,2267.11,2267.11,-0.0296015632236636,0.0296015632236636,78.66871700000002,75.94818500000001,86.15018,80.482405,78.66871700000002,42.95,0.4295,0.78374,0.00329,0.60758,-4.27776,118.0,118.0,0.1258741258741258,93.45601221139032,93.45601221139032,-0.1582273292160441,-0.2182031170848439,cheap,0.376430446300888,0.647703117084844,0.42794995299954375,0.20032983172616015,0.55,0.22906984505292682,0.6403596403596405,0.03499580003472224,1.0,,accepted_dynamic_mci,accept
ETH-29MAY26-2300-P,put,2026-05-29,2300.0,15.049874001041667,2267.11,2267.11,0.0145074566298062,0.0145074566298062,106.100748,104.28706,106.55417,104.28706,106.100748,48.47,0.4846999999999999,-0.53571,0.00178,1.83054,-2.94787,18392.0,756.0,0.0215053763440859,134.74217326628855,134.74217326628855,-0.2125646675572391,-0.163003117084844,cheap,0.375567784642083,0.647703117084844,0.6036761763782915,0.56431686890394,0.55,0.22906984505292682,0.938556067588326,0.4349958000347222,1.0,,accepted_dynamic_mci,accept
ETH-22MAY26-2200-C,call,2026-05-22,2200.0,8.049874001041667,2267.11,2267.11,-0.0296015632236636,0.0296015632236636,102.01995,99.75284,105.420615,115.62261,102.01995,46.85,0.4685,0.68229,0.00226,1.20101,-3.49459,217.0,0.0,0.0552486187845304,124.55069487858805,124.55069487858805,-0.1808961796684554,-0.1792031170848439,cheap,0.3600992967532994,0.647703117084844,0.5263894837154142,0.4063489900550975,0.55,0.22906984505292682,0.8421468034727703,0.2016624667013889,1.0,,accepted_dynamic_mci,accept
ETH-22MAY26-2350-P,put,2026-05-22,2350.0,8.049874001041667,2267.11,2267.11,0.036561966556541,0.036561966556541,112.221945,107.687725,114.489055,99.75284,112.221945,46.12,0.4612,-0.68527,0.00229,1.19622,-3.42686,1040.0,0.0,0.0612244897959184,134.72244998522137,134.72244998522137,-0.167013775266777,-0.1865031170848439,cheap,0.353516892351621,0.647703117084844,0.510924457489355,0.3547332354560975,0.55,0.22906984505292682,0.825072886297376,0.2016624667013889,1.0,,accepted_dynamic_mci,accept
ETH-26JUN26-2100-P,put,2026-06-26,2100.0,43.049874001041665,2267.11,2267.11,-0.0737105830771335,0.0737105830771335,89.324134,88.41729000000001,90.6844,98.619285,89.324134,53.91,0.5390999999999999,-0.30205,0.00083,2.72169,-1.70424,3928.0,76.0,0.0253164556962025,117.11741259619828,117.11741259619828,-0.2373112416001279,-0.108603117084844,cheap,0.345914358684972,0.647703117084844,0.6743138612927745,0.6273992074651034,0.55,0.22906984505292682,0.9276672694394215,1.0,1.0,,accepted_dynamic_mci,accept
ETH-26JUN26-2300-C,call,2026-06-26,2300.0,43.049874001041665,2267.11,2267.11,0.0145074566298062,0.0145074566298062,149.175838,148.49570500000002,150.76281500000002,150.76281500000002,149.175838,52.13,0.5213,0.50873,0.00098,3.11255,-1.88444,8674.0,69.0,0.0151515151515151,190.9072911745508,190.9072911745508,-0.2185953868906703,-0.1264031170848439,cheap,0.3449985039755143,0.647703117084844,0.6703842670060859,0.5942552179560279,0.55,0.22906984505292682,0.9567099567099568,1.0,1.0,,accepted_dynamic_mci,accept
ETH-29MAY26-2350-P,put,2026-05-29,2350.0,15.049874001041667,2267.11,2267.11,0.036561966556541,0.036561966556541,136.480022,132.62593500000003,138.29371,136.0266,136.480022,48.22,0.4821999999999999,-0.62176,0.00171,1.75165,-2.80627,17079.0,152.0,0.0418410041841002,164.52218141163848,164.52218141163848,-0.170446070985871,-0.165503117084844,cheap,0.335949188070715,0.647703117084844,0.554708381547301,0.40330676587714537,0.55,0.22906984505292682,0.8804542737597137,0.4349958000347222,1.0,,accepted_dynamic_mci,accept
ETH-29MAY26-2200-C,call,2026-05-29,2200.0,15.049874001041667,2267.11,2267.11,-0.0296015632236636,0.0296015632236636,127.865004,125.824605,129.22527000000002,148.722416,127.865004,49.38,0.4938,0.63951,0.00165,1.72434,-2.82876,11649.0,0.0,0.0266666666666668,155.75837701894147,155.75837701894147,-0.1790810456091836,-0.1539031170848439,cheap,0.3329841626940275,0.647703117084844,0.5749666768301409,0.4583267969786195,0.55,0.22906984505292682,0.9238095238095234,0.4349958000347222,1.0,,accepted_dynamic_mci,accept
ETH-26JUN26-2200-P,put,2026-06-26,2200.0,43.049874001041665,2267.11,2267.11,-0.0296015632236636,0.0296015632236636,128.09171500000002,126.95816,129.22527000000002,139.427265,128.09171500000002,52.92,0.5292,-0.39403,0.00093,3.0028,-1.84573,15462.0,416.0,0.0176991150442479,161.0049686756314,161.0049686756314,-0.2044238382601723,-0.1185031170848439,cheap,0.3229269553450162,0.647703117084844,0.6578961037981926,0.5486698792262823,0.55,0.22906984505292682,0.9494310998735774,1.0,1.0,,accepted_dynamic_mci,accept
ETH-29MAY26-2400-P,put,2026-05-29,2400.0,15.049874001041667,2267.11,2267.11,0.0586164764832759,0.0586164764832759,171.166805,167.76614,173.433915,175.70102500000002,171.166805,48.23,0.4822999999999999,-0.70028,0.00156,1.60114,-2.56537,7475.0,0.0,0.0332225913621262,197.3519453918668,197.3519453918668,-0.1326824538763626,-0.165403117084844,cheap,0.2980855709612067,0.647703117084844,0.5357371812323423,0.3126475426367836,0.55,0.22906984505292682,0.9050783103939252,0.4349958000347222,1.0,,accepted_dynamic_mci,accept
ETH-26JUN26-2300-P,put,2026-06-26,2300.0,43.049874001041665,2267.11,2267.11,0.0145074566298062,0.0145074566298062,176.83458000000002,175.70102500000002,177.96813500000002,177.96813500000002,176.83458000000002,52.13,0.5213,-0.49123,0.00098,3.11259,-1.88447,7248.0,229.0,0.0128205128205128,212.97192004566384,212.97192004566384,-0.1696812426629555,-0.1264031170848439,cheap,0.2960843597477994,0.647703117084844,0.6376100947222203,0.4591625248245616,0.55,0.22906984505292682,0.9633699633699634,1.0,1.0,,accepted_dynamic_mci,accept
ETH-26JUN26-2200-C,call,2026-06-26,2200.0,43.049874001041665,2267.11,2267.11,-0.0296015632236636,0.0296015632236636,200.185813,198.372125,201.77279,210.84123,200.185813,52.92,0.5292,0.60597,0.00093,3.0028,-1.84573,7532.0,20.0,0.0169971671388102,238.46967149456648,238.46967149456648,-0.1605397376304883,-0.1185031170848439,cheap,0.2790428547153322,0.647703117084844,0.6272021264034675,0.4246906303809176,0.55,0.22906984505292682,0.9514366653176851,1.0,1.0,,accepted_dynamic_mci,accept
ETH-29MAY26-2150-C,call,2026-05-29,2150.0,15.049874001041667,2267.11,2267.11,-0.0516560731503985,0.0516560731503985,161.191521,159.831255,164.365475,162.098365,161.191521,50.15,0.5015,0.71876,0.00146,1.55416,-2.58916,13116.0,100.0,0.027972027972028,185.87521295759643,185.87521295759643,-0.1327971146062789,-0.146203117084844,cheap,0.279000231691123,0.647703117084844,0.5406946049016593,0.3234762715024552,0.55,0.22906984505292682,0.92007992007992,0.4349958000347222,1.0,,accepted_dynamic_mci,accept
ETH-26JUN26-2400-P,put,2026-06-26,2400.0,43.049874001041665,2267.11,2267.11,0.0586164764832759,0.0586164764832759,236.45957300000003,234.645885,238.04655,244.84788,236.45957300000003,51.75,0.5175,-0.58657,0.00096,3.0397,-1.827,6602.0,198.0,0.0143884892086331,272.5886018940612,272.5886018940612,-0.1325404974493479,-0.130203117084844,cheap,0.262743614534192,0.647703117084844,0.6096250129235317,0.3499101571522993,0.55,0.22906984505292682,0.9588900308324768,1.0,1.0,,accepted_dynamic_mci,accept
ETH-26JUN26-2100-C,call,2026-06-26,2100.0,43.049874001041665,2267.11,2267.11,-0.0737105830771335,0.0737105830771335,261.171072,259.58409500000005,265.25187000000005,249.3821,261.171072,53.91,0.5390999999999999,0.69795,0.00083,2.72169,-1.70424,1378.0,1.0,0.0215982721382289,294.1114471051819,294.1114471051819,-0.1119996362922984,-0.108603117084844,cheap,0.2206027533771424,0.647703117084844,0.5882581708053003,0.2768024165586805,0.55,0.22906984505292682,0.9382906510336317,1.0,1.0,,accepted_dynamic_mci,accept
