min_score,max_spread,min_dte,max_abs_moneyness,candidate_count,mean_edge_score,mean_model_edge,mean_spread,mean_dte,quality_score
0.55,0.1,3.0,0.12,10,0.575728701760631,0.4754424553713905,0.06978108508693211,8.046986305960647,0.41454738048139134
0.4,0.08,10.0,0.08,20,0.47835858673120957,0.2739742734990993,0.03225018657742186,25.74698630596065,0.4144835353166899
0.4,0.1,10.0,0.08,20,0.47835858673120957,0.2739742734990993,0.03225018657742186,25.74698630596065,0.4144835353166899
0.4,0.1,10.0,0.18,26,0.4870285299022274,0.3113604636964168,0.0358508674571114,26.71621707519142,0.41445099721091594
0.55,0.08,3.0,0.08,7,0.5693588897567489,0.4584143751707391,0.06803413493068657,8.089843448817792,0.4140610191637877
0.4,0.1,3.0,0.18,45,0.5092902167489739,0.34174684595367416,0.04506812418826696,18.213652972627315,0.41383599965300766
0.4,0.1,3.0,0.08,38,0.5079056571362438,0.32217224523431937,0.044429347031268045,16.604881042802756,0.41380001302780955
0.4,0.08,10.0,0.12,23,0.4811732345504824,0.2922005250273932,0.03396126381103362,25.68611674074326,0.41349848551694734
0.4,0.1,10.0,0.12,23,0.4811732345504824,0.2922005250273932,0.03396126381103362,25.68611674074326,0.41349848551694734
0.4,0.1,3.0,0.12,42,0.5076738659739763,0.3334249544628225,0.04469171672002119,17.042224401198744,0.4132704577093171
0.55,0.1,7.0,0.18,5,0.5670790730221934,0.49632651117966703,0.0682629882629882,14.546986305960647,0.41233335078805416
0.55,0.1,10.0,0.18,4,0.5675831571058498,0.5095771623267826,0.0686620686620686,15.946986305960648,0.41182185342568023
0.55,0.1,3.0,0.08,9,0.5748673421093202,0.469539131459142,0.07183653328747444,7.16920852818287,0.40907569598418064
0.55,0.1,3.0,0.18,11,0.5749419888529819,0.48683584131642027,0.07209535873703782,8.765168124142466,0.40877455878002844
0.55,0.04,3.0,0.08,0,0.0,0.0,0.0,0.0,0.0
0.55,0.04,3.0,0.12,0,0.0,0.0,0.0,0.0,0.0
0.55,0.04,3.0,0.18,0,0.0,0.0,0.0,0.0,0.0
0.55,0.04,7.0,0.08,0,0.0,0.0,0.0,0.0,0.0
0.55,0.04,7.0,0.12,0,0.0,0.0,0.0,0.0,0.0
0.55,0.04,7.0,0.18,0,0.0,0.0,0.0,0.0,0.0
0.55,0.04,10.0,0.08,0,0.0,0.0,0.0,0.0,0.0
