positions_file,greeks_file,scenario_file,report_file,breaches_file,max_open_positions,max_abs_net_delta,max_abs_net_gamma,max_abs_net_vega,max_abs_net_theta,max_flat_7d_loss_abs,max_down_10_iv_down_10_loss_abs,max_same_expiry_positions,max_same_option_type_positions,open_positions,net_delta,net_gamma,net_vega,net_theta,flat_7d_loss,down_10_iv_down_10_7d_loss,max_same_expiry_count,max_same_option_type_count,breach_count,risk_status
outputs/paper_open_positions.csv,outputs/portfolio_greeks.csv,outputs/scenario_portfolio_pnl.csv,outputs/portfolio_limit_report.csv,outputs/risk_limit_breaches.csv,8,5.0,0.1,60.0,50.0,350.0,500.0,3,5,1,0.487438058346391,0.0039369895019188,4.401601409704402,-6.54261869650474,-51.81406412674556,-43.51757435415853,1,1,0,OK
