instrument_name,spot_shock,iv_shock,days_forward,scenario_price,scenario_value,scenario_pnl
ETH-29MAY26-2300-C,-0.05,0.2,1,76.63843236935475,51.34884582286822,-12.07545111520924
ETH-29MAY26-2300-C,-0.05,0.2,3,68.5533321802834,45.931713057544634,-17.492583880532827
ETH-29MAY26-2300-C,-0.05,0.2,7,50.66668459775303,33.94740335015307,-29.476893587924394
ETH-29MAY26-2300-C,0.0,-0.1,0,76.57036623184536,51.30324053720837,-12.121056400869094
ETH-29MAY26-2300-C,0.0,-0.1,1,74.14275480350716,49.676706158858835,-13.747590779218626
ETH-29MAY26-2300-C,0.0,-0.1,3,69.0447051639951,46.26093998458476,-17.163356953492702
ETH-29MAY26-2300-C,0.0,-0.1,7,57.57021061786645,38.572864522591026,-24.851432415486435
ETH-29MAY26-2300-C,0.0,0.0,0,95.7875805535482,64.17904899052319,0.7547520524457241
ETH-29MAY26-2300-C,0.0,0.0,1,92.75466960499352,62.146955276219906,-1.2773416618575553
ETH-29MAY26-2300-C,0.0,0.0,3,86.38170674488265,57.8769790094617,-5.547317928615762
ETH-29MAY26-2300-C,0.0,0.0,7,72.01890021253075,48.253693206080236,-15.170603731997225
ETH-29MAY26-2300-C,0.0,0.1,0,114.99878712300097,77.05083216390348,13.626535225826018
ETH-29MAY26-2300-C,0.0,0.1,1,111.36134968648207,74.61369705631189,11.189400118234431
ETH-29MAY26-2300-C,0.0,0.1,3,103.71494180990908,69.49049441484041,6.066197476762952
ETH-29MAY26-2300-C,0.0,0.1,7,86.46643017667907,57.93374492053791,-5.4905520175395495
ETH-29MAY26-2300-C,0.0,0.2,0,134.20005566754958,89.91595671845752,26.49165978038006
ETH-29MAY26-2300-C,0.0,0.2,1,129.9591270148801,87.07447386449994,23.650176926422475
ETH-29MAY26-2300-C,0.0,0.2,3,121.04124194752058,81.09936331966301,17.67506638158555
ETH-29MAY26-2300-C,0.0,0.2,7,100.91051708634882,67.61148973925002,4.187192801172557
ETH-29MAY26-2300-C,0.05,-0.1,0,151.31492195103783,101.38316191694564,37.95886497886818
ETH-29MAY26-2300-C,0.05,-0.1,1,149.23599802352965,99.99025315131989,36.56595621324243
ETH-29MAY26-2300-C,0.05,-0.1,3,144.96107515370772,97.12599368566158,33.70169674758412
ETH-29MAY26-2300-C,0.05,-0.1,7,135.91484620923916,91.06489090749947,27.640593969422014
ETH-29MAY26-2300-C,0.05,0.0,0,167.96081885339595,112.53615092255495,49.11185398447749
ETH-29MAY26-2300-C,0.05,0.0,1,165.19045355190997,110.67996654689553,47.25566960881807
ETH-29MAY26-2300-C,0.05,0.0,3,159.44676172521713,106.83161087279314,43.407313934715674
ETH-29MAY26-2300-C,0.05,0.0,7,147.0029567177537,98.49408353796235,35.06978659988489
ETH-29MAY26-2300-C,0.05,0.1,0,185.594617640337,124.35104832048485,60.92675138240739
ETH-29MAY26-2300-C,0.05,0.1,1,182.1530664658485,122.04515981015325,58.62086287207579
ETH-29MAY26-2300-C,0.05,0.1,3,174.9852017379469,117.2425879227438,53.81829098466633
ETH-29MAY26-2300-C,0.05,0.1,7,159.25152993086908,106.70080277824097,43.27650584016351
ETH-29MAY26-2300-C,0.05,0.2,0,203.79977945272685,136.54876711749117,73.1244701794137
ETH-29MAY26-2300-C,0.05,0.2,1,199.7012087912824,133.80266615375592,70.37836921567846
ETH-29MAY26-2300-C,0.05,0.2,3,191.14089700953264,128.06713482453583,64.64283788645837
ETH-29MAY26-2300-C,0.05,0.2,7,172.19939251919686,115.37605590162795,51.95175896355049
ETH-29MAY26-2300-C,0.1,-0.1,0,247.47679952808994,165.81299526666908,102.38869832859162
ETH-29MAY26-2300-C,0.1,-0.1,1,246.15820211473283,164.92951614023562,101.50521920215816
ETH-29MAY26-2300-C,0.1,-0.1,3,243.5825234161075,163.2037745730341,99.77947763495665
ETH-29MAY26-2300-C,0.1,-0.1,7,238.86607900433728,160.04368935932663,96.61939242124917
ETH-29MAY26-2300-C,0.1,0.0,0,258.5043973634729,173.20164354064005,109.77734660256259
ETH-29MAY26-2300-C,0.1,0.0,1,256.43604677899384,171.81581906607104,108.39152212799358
ETH-29MAY26-2300-C,0.1,0.0,3,252.2945295099671,169.04094326100386,105.6166463229264
ETH-29MAY26-2300-C,0.1,0.0,7,244.17903989158776,163.60344914339348,100.17915220531602
ETH-29MAY26-2300-C,0.1,0.1,0,272.0656652653788,182.28788699746772,118.86359005939026
ETH-29MAY26-2300-C,0.1,0.1,1,269.24244725086874,180.39629054814642,116.97199361006896
ETH-29MAY26-2300-C,0.1,0.1,3,263.50522706203947,176.55227096397442,113.12797402589696
ETH-29MAY26-2300-C,0.1,0.1,7,251.78137638151657,168.69712332547414,105.27282638739668
ETH-29MAY26-2300-C,0.1,0.2,0,287.2919266073259,192.48969987300057,129.0654029349231
ETH-29MAY26-2300-C,0.1,0.2,1,283.7286680532636,190.10226567761217,126.6779687395347
ETH-29MAY26-2300-C,0.1,0.2,3,276.42037354310264,185.2056038275659,121.78130688948845
ETH-29MAY26-2300-C,0.1,0.2,7,261.0851540391461,174.93078742509238,111.50649048701491
ETH-29MAY26-2300-C,0.2,-0.1,0,468.538402662065,313.92743114103297,250.5031342029555
ETH-29MAY26-2300-C,0.2,-0.1,1,468.1371306971919,313.65857318530124,250.23427624722376
ETH-29MAY26-2300-C,0.2,-0.1,3,467.39859233126936,313.16374191705114,249.73944497897367
ETH-29MAY26-2300-C,0.2,-0.1,7,466.15385954170597,312.3297531450219,248.90545620694445
ETH-29MAY26-2300-C,0.2,0.0,0,471.0851212456014,315.6337690169175,252.20947207884
ETH-29MAY26-2300-C,0.2,0.0,1,470.2925746136857,315.1027514379887,251.6784544999112
ETH-29MAY26-2300-C,0.2,0.0,3,468.8418191459896,314.130724524933,250.7064275868555
ETH-29MAY26-2300-C,0.2,0.0,7,466.5606557344404,312.602312412432,249.17801547435454
ETH-29MAY26-2300-C,0.2,0.1,0,476.2874230097168,319.1193856057612,255.6950886676837
ETH-29MAY26-2300-C,0.2,0.1,1,474.8965574517242,318.18748578879337,254.7631888507159
ETH-29MAY26-2300-C,0.2,0.1,3,472.27885531153606,316.4335879146967,253.00929097661924
ETH-29MAY26-2300-C,0.2,0.1,7,467.9388942208084,313.5257519108103,250.10145497273282
ETH-29MAY26-2300-C,0.2,0.2,0,484.1036286724486,324.3563551925234,260.9320582544459
ETH-29MAY26-2300-C,0.2,0.2,1,481.99648871741965,322.9445412848938,259.5202443468163
ETH-29MAY26-2300-C,0.2,0.2,3,477.9284914358864,320.2189249229805,256.794627984903
ETH-29MAY26-2300-C,0.2,0.2,7,470.7319962251395,315.3971702025719,251.9728732644944
