instrument_name,spot_shock,iv_shock,days_forward,scenario_price,scenario_value,scenario_pnl
ETH-29MAY26-2350-C,0.0,-0.1,3,46.54809883436144,45.75964597439183,-24.88269267123131
ETH-29MAY26-2350-C,0.0,-0.1,7,35.60198514371564,34.9989425338113,-35.64339611181184
ETH-29MAY26-2350-C,0.0,0.0,0,72.83872630370422,71.60495084329155,0.9626121976684061
ETH-29MAY26-2350-C,0.0,0.0,1,69.8591997226938,68.6758928380765,-1.9664458075466342
ETH-29MAY26-2350-C,0.0,0.0,3,63.61260103688244,62.53510188066317,-8.107236764959971
ETH-29MAY26-2350-C,0.0,0.0,7,49.628002853311045,48.78738117886818,-21.85495746675496
ETH-29MAY26-2350-C,0.0,0.1,0,91.99666254276065,90.43838124866075,19.796042603037606
ETH-29MAY26-2350-C,0.0,0.1,1,88.39374835614649,86.89649486051307,16.25415621488993
ETH-29MAY26-2350-C,0.0,0.1,3,80.83169205197873,79.46252810392252,8.820189458299382
ETH-29MAY26-2350-C,0.0,0.1,7,63.85114877867056,62.7696089923512,-7.872729653271939
ETH-29MAY26-2350-C,0.0,0.2,0,111.22160858900747,109.33768641864187,38.695347773018725
ETH-29MAY26-2350-C,0.0,0.2,1,106.99993261477516,105.18751911133906,34.545180465715916
ETH-29MAY26-2350-C,0.0,0.2,3,98.13259836716338,96.47038380252206,25.828045156898924
ETH-29MAY26-2350-C,0.0,0.2,7,78.18244129764173,76.85815156327718,6.215812917654034
ETH-29MAY26-2350-C,0.05,-0.1,0,116.73698398665715,114.75963988038053,44.11730123475739
ETH-29MAY26-2350-C,0.05,-0.1,1,114.37786558117023,112.44048129495913,41.798142649335986
ETH-29MAY26-2350-C,0.05,-0.1,3,109.45853995833113,107.60448144596637,36.96214280034323
ETH-29MAY26-2350-C,0.05,-0.1,7,98.61450933151082,96.94413193986678,26.301793294243637
ETH-29MAY26-2350-C,0.05,0.0,0,135.51917829304807,133.22369284076126,62.58135419513812
ETH-29MAY26-2350-C,0.05,0.0,1,132.50586854451763,130.2614239026763,59.61908525705317
ETH-29MAY26-2350-C,0.05,0.0,3,126.202268311348,124.0645969160282,53.42225827040505
ETH-29MAY26-2350-C,0.05,0.0,7,112.18137869905081,110.28119950622613,39.63886086060299
ETH-29MAY26-2350-C,0.05,0.1,0,154.67756075430566,152.05756191001714,81.415223264394
ETH-29MAY26-2350-C,0.05,0.1,1,151.0196393312999,148.4616000230555,77.81926137743235
ETH-29MAY26-2350-C,0.05,0.1,3,143.3537004631387,140.92551031256798,70.28317166694484
ETH-29MAY26-2350-C,0.05,0.1,7,126.216733700428,124.07881728377161,53.43647863814847
ETH-29MAY26-2350-C,0.05,0.2,0,174.04198749476996,171.0939851868057,100.45164654118255
ETH-29MAY26-2350-C,0.05,0.2,1,169.74570406706425,166.87047416099483,96.22813551537169
ETH-29MAY26-2350-C,0.05,0.2,3,160.7315739080334,158.0090294366434,87.36669079102026
ETH-29MAY26-2350-C,0.05,0.2,7,140.51721725911466,138.13707275058889,67.49473410496574
ETH-29MAY26-2350-C,0.1,-0.1,0,204.4496881116345,200.9866263465315,130.34428770090835
ETH-29MAY26-2350-C,0.1,-0.1,1,202.75060340097502,199.31632150514696,128.67398285952382
ETH-29MAY26-2350-C,0.1,-0.1,3,199.34424051963992,195.96765714691244,125.3253185012893
ETH-29MAY26-2350-C,0.1,-0.1,7,192.64199074904263,189.3789331299375,118.73659448431437
ETH-29MAY26-2350-C,0.1,0.0,0,218.4732709126829,214.7726713266293,144.13033268100617
ETH-29MAY26-2350-C,0.1,0.0,1,216.0155872387361,212.35661701607538,141.71427837045223
ETH-29MAY26-2350-C,0.1,0.0,3,211.0041709243253,207.4300863495115,136.78774770388836
ETH-29MAY26-2350-C,0.1,0.0,7,200.6591689564525,197.2603127280634,126.61797408244027
ETH-29MAY26-2350-C,0.1,0.1,0,234.42522500849623,230.45442397181617,159.81208532619303
ETH-29MAY26-2350-C,0.1,0.1,1,231.228286049218,227.31163621803748,156.66929757241434
ETH-29MAY26-2350-C,0.1,0.1,3,224.64663198944618,220.84146520691223,150.1991265612891
ETH-29MAY26-2350-C,0.1,0.1,7,210.68103562122405,207.11242445907945,136.4700858134563
ETH-29MAY26-2350-C,0.1,0.2,0,251.56163339106456,247.3005680785669,176.65822943294376
ETH-29MAY26-2350-C,0.1,0.2,1,247.64588589783148,243.45114729656953,172.8088086509464
