instrument_name,option_type,expiry,strike,days_to_expiry,underlying_price_usd,spot_price,moneyness,abs_moneyness,mark_price_usd,bid_price_usd,ask_price_usd,last_price_usd,market_price_usd,mark_iv,implied_volatility,delta,gamma,vega,theta,open_interest,volume,bid_ask_spread_pct,model_price_usd,theoretical_price,price_diff_pct,volatility_spread,classification,combined_score,historical_volatility_used,same_expiry_iv_percentile,surface_iv_zscore,surface_relative_value_score,term_bucket,institutional_edge_score,candidate_explanation,optimizer_risk_adjusted_score,optimizer_reject_reason
ETH-29MAY26-2200-C,call,2026-05-29,2200.0,15.049874001041667,2267.11,2267.11,-0.0296015632236636,0.0296015632236636,127.865004,125.824605,129.22527000000002,148.722416,127.865004,49.38,0.4938,0.63951,0.00165,1.72434,-2.82876,11649.0,0.0,0.0266666666666668,155.75837701894147,155.75837701894147,-0.1790810456091836,-0.1539031170848439,cheap,0.3329841626940275,0.647703117084844,0.2596153846153846,-0.5072139148543896,0.6802440337396531,front_month,0.4353898426559275,ETH-29MAY26-2200-C: model_edge=-17.91%; vol_spread=-15.39%; surface_score=0.68; spread=2.67%,0.5813710829417916,edge_score_below_optimizer_minimum;volume_below_minimum
ETH-22MAY26-2350-P,put,2026-05-22,2350.0,8.049874001041667,2267.11,2267.11,0.036561966556541,0.036561966556541,112.221945,107.687725,114.489055,99.75284,112.221945,46.12,0.4612,-0.68527,0.00229,1.19622,-3.42686,1040.0,0.0,0.0612244897959184,134.72244998522137,134.72244998522137,-0.167013775266777,-0.1865031170848439,cheap,0.353516892351621,0.647703117084844,0.1833333333333333,-0.848823265870646,0.7142707894373875,front_month,0.4334357642994561,ETH-22MAY26-2350-P: model_edge=-16.70%; vol_spread=-18.65%; surface_score=0.71; spread=6.12%,0.43997413175426653,edge_score_below_optimizer_minimum;volume_below_minimum
ETH-29MAY26-2400-P,put,2026-05-29,2400.0,15.049874001041667,2267.11,2267.11,0.0586164764832759,0.0586164764832759,171.166805,167.76614,173.433915,175.70102500000002,171.166805,48.23,0.4822999999999999,-0.70028,0.00156,1.60114,-2.56537,7475.0,0.0,0.0332225913621262,197.3519453918668,197.3519453918668,-0.1326824538763626,-0.165403117084844,cheap,0.2980855709612067,0.647703117084844,0.0673076923076923,-0.6277202810104322,0.7480446978919736,front_month,0.4321009604018985,ETH-29MAY26-2400-P: model_edge=-13.27%; vol_spread=-16.54%; surface_score=0.75; spread=3.32%,0.5412067297373786,edge_score_below_optimizer_minimum;volume_below_minimum
ETH-22MAY26-2200-C,call,2026-05-22,2200.0,8.049874001041667,2267.11,2267.11,-0.0296015632236636,0.0296015632236636,102.01995,99.75284,105.420615,115.62261,102.01995,46.85,0.4685,0.68229,0.00226,1.20101,-3.49459,217.0,0.0,0.0552486187845304,124.55069487858805,124.55069487858805,-0.1808961796684554,-0.1792031170848439,cheap,0.3600992967532994,0.647703117084844,0.3166666666666666,-0.7723279203976804,0.6660363747496281,front_month,0.4279953301845807,ETH-22MAY26-2200-C: model_edge=-18.09%; vol_spread=-17.92%; surface_score=0.67; spread=5.52%,0.4084421679582757,edge_score_below_optimizer_minimum;volume_below_minimum
ETH-17MAY26-2225-C,call,2026-05-17,2225.0,3.049874001041667,2267.11,2267.11,-0.0185743082602961,0.0185743082602961,59.39828200000001,56.67775,66.879745,55.544195,59.39828200000001,41.6,0.416,0.69569,0.00406,0.72519,-4.94559,52.0,52.0,0.165137614678899,77.19248765539328,77.19248765539328,-0.2305173235876409,-0.2317031170848439,cheap,0.4622204406724848,0.647703117084844,0.2065217391304347,-1.3224656789361304,0.689843651651881,front_week,0.4249313802190479,ETH-17MAY26-2225-C: model_edge=-23.05%; vol_spread=-23.17%; surface_score=0.69; spread=16.51%,0.34884551655459584,edge_score_below_optimizer_minimum;dte_below_optimizer_minimum;spread_above_dte_bucket_limit;open_interest_below_minimum
ETH-26JUN26-2300-P,put,2026-06-26,2300.0,43.049874001041665,2267.11,2267.11,0.0145074566298062,0.0145074566298062,176.83458000000002,175.70102500000002,177.96813500000002,177.96813500000002,176.83458000000002,52.13,0.5213,-0.49123,0.00098,3.11259,-1.88447,7248.0,229.0,0.0128205128205128,212.97192004566384,212.97192004566384,-0.1696812426629555,-0.1264031170848439,cheap,0.2960843597477994,0.647703117084844,0.296875,-0.2190465175247259,0.6541201278084252,mid_curve,0.4223130207813839,ETH-26JUN26-2300-P: model_edge=-16.97%; vol_spread=-12.64%; surface_score=0.65; spread=1.28%,0.5551869824519782,edge_score_below_optimizer_minimum;dte_above_optimizer_maximum
ETH-26JUN26-2400-P,put,2026-06-26,2400.0,43.049874001041665,2267.11,2267.11,0.0586164764832759,0.0586164764832759,236.45957300000003,234.645885,238.04655,244.84788,236.45957300000003,51.75,0.5175,-0.58657,0.00096,3.0397,-1.827,6602.0,198.0,0.0143884892086331,272.5886018940612,272.5886018940612,-0.1325404974493479,-0.130203117084844,cheap,0.262743614534192,0.647703117084844,0.109375,-0.2588660124284616,0.713345628572212,mid_curve,0.4208740707455842,ETH-26JUN26-2400-P: model_edge=-13.25%; vol_spread=-13.02%; surface_score=0.71; spread=1.44%,0.5081504180020082,edge_score_below_optimizer_minimum;dte_above_optimizer_maximum
ETH-26JUN26-2200-P,put,2026-06-26,2200.0,43.049874001041665,2267.11,2267.11,-0.0296015632236636,0.0296015632236636,128.09171500000002,126.95816,129.22527000000002,139.427265,128.09171500000002,52.92,0.5292,-0.39403,0.00093,3.0028,-1.84573,15462.0,416.0,0.0176991150442479,161.0049686756314,161.0049686756314,-0.2044238382601723,-0.1185031170848439,cheap,0.3229269553450162,0.647703117084844,0.421875,-0.1362638833827495,0.5976649809452119,mid_curve,0.4193725725598702,ETH-26JUN26-2200-P: model_edge=-20.44%; vol_spread=-11.85%; surface_score=0.60; spread=1.77%,0.5315987932339127,edge_score_below_optimizer_minimum;dte_above_optimizer_maximum
ETH-26JUN26-2100-P,put,2026-06-26,2100.0,43.049874001041665,2267.11,2267.11,-0.0737105830771335,0.0737105830771335,89.324134,88.41729000000001,90.6844,98.619285,89.324134,53.91,0.5390999999999999,-0.30205,0.00083,2.72169,-1.70424,3928.0,76.0,0.0253164556962025,117.11741259619828,117.11741259619828,-0.2373112416001279,-0.108603117084844,cheap,0.345914358684972,0.647703117084844,0.546875,-0.0325236203440714,0.5320953889677968,mid_curve,0.4115449315033732,ETH-26JUN26-2100-P: model_edge=-23.73%; vol_spread=-10.86%; surface_score=0.53; spread=2.53%,0.456132705979912,edge_score_below_optimizer_minimum;dte_above_optimizer_maximum
ETH-29MAY26-2000-P,put,2026-05-29,2000.0,15.049874001041667,2267.11,2267.11,-0.1178196029306033,0.1178196029306033,14.962926,13.60266,15.86977,14.736215,14.962926,54.53,0.5453,-0.11619,0.00078,0.90082,-1.63201,10603.0,1511.0,0.1538461538461538,24.843969040073542,24.843969040073542,-0.3977240119779304,-0.1024031170848439,cheap,0.5001271290627745,0.647703117084844,0.5673076923076923,0.0324450292357083,0.4399662991940991,front_month,0.4037542493799807,ETH-29MAY26-2000-P: model_edge=-39.77%; vol_spread=-10.24%; surface_score=0.44; spread=15.38%,0.4404988059244735,edge_score_below_optimizer_minimum;spread_above_dte_bucket_limit
ETH-17MAY26-2325-P,put,2026-05-17,2325.0,3.049874001041667,2267.11,2267.11,0.0255347115931736,0.0255347115931736,70.733832,63.47908,75.94818500000001,48.742865,70.733832,41.46,0.4146,-0.74095,0.00377,0.67095,-4.56075,1.0,1.0,0.1788617886178862,87.48831120431987,87.48831120431987,-0.1915053448133375,-0.2331031170848439,cheap,0.4246084618981815,0.647703117084844,0.1630434782608695,-1.337136019163822,0.6970491055339683,front_week,0.4037155644101388,ETH-17MAY26-2325-P: model_edge=-19.15%; vol_spread=-23.31%; surface_score=0.70; spread=17.89%,0.28953878689815465,edge_score_below_optimizer_minimum;dte_below_optimizer_minimum;spread_above_dte_bucket_limit;open_interest_below_minimum;volume_below_minimum
ETH-26JUN26-2200-C,call,2026-06-26,2200.0,43.049874001041665,2267.11,2267.11,-0.0296015632236636,0.0296015632236636,200.185813,198.372125,201.77279,210.84123,200.185813,52.92,0.5292,0.60597,0.00093,3.0028,-1.84573,7532.0,20.0,0.0169971671388102,238.46967149456648,238.46967149456648,-0.1605397376304883,-0.1185031170848439,cheap,0.2790428547153322,0.647703117084844,0.421875,-0.1362638833827495,0.5980660940340334,mid_curve,0.400025840365334,ETH-26JUN26-2200-C: model_edge=-16.05%; vol_spread=-11.85%; surface_score=0.60; spread=1.70%,0.46891302221425474,edge_score_below_optimizer_minimum;dte_above_optimizer_maximum
ETH-17MAY26-2200-C,call,2026-05-17,2200.0,3.049874001041667,2267.11,2267.11,-0.0296015632236636,0.0296015632236636,78.66871700000002,75.94818500000001,86.15018,80.482405,78.66871700000002,42.95,0.4295,0.78374,0.00329,0.60758,-4.27776,118.0,118.0,0.1258741258741258,93.45601221139032,93.45601221139032,-0.1582273292160441,-0.2182031170848439,cheap,0.376430446300888,0.647703117084844,0.2934782608695652,-1.181001683883386,0.6678510311131297,front_week,0.3996799371049015,ETH-17MAY26-2200-C: model_edge=-15.82%; vol_spread=-21.82%; surface_score=0.67; spread=12.59%,0.3718776843455698,edge_score_below_optimizer_minimum;dte_below_optimizer_minimum;spread_above_dte_bucket_limit
ETH-29MAY26-2150-C,call,2026-05-29,2150.0,15.049874001041667,2267.11,2267.11,-0.0516560731503985,0.0516560731503985,161.191521,159.831255,164.365475,162.098365,161.191521,50.15,0.5015,0.71876,0.00146,1.55416,-2.58916,13116.0,100.0,0.027972027972028,185.87521295759643,185.87521295759643,-0.1327971146062789,-0.146203117084844,cheap,0.279000231691123,0.647703117084844,0.375,-0.4265270436020844,0.627978689686078,front_month,0.3986262971317861,ETH-29MAY26-2150-C: model_edge=-13.28%; vol_spread=-14.62%; surface_score=0.63; spread=2.80%,0.6126531128473582,edge_score_below_optimizer_minimum
ETH-22MAY26-2400-P,put,2026-05-22,2400.0,8.049874001041667,2267.11,2267.11,0.0586164764832759,0.0586164764832759,150.76281500000002,142.82793,153.02992500000002,162.098365,150.76281500000002,46.8,0.4679999999999999,-0.78165,0.00187,0.99309,-2.88658,385.0,2.0,0.0689655172413793,169.63295702230835,169.63295702230835,-0.1112410132650504,-0.179703117084844,cheap,0.2909441303498944,0.647703117084844,0.25,-0.7775673276218573,0.6761651150100924,front_month,0.3934540196009435,ETH-22MAY26-2400-P: model_edge=-11.12%; vol_spread=-17.97%; surface_score=0.68; spread=6.90%,0.3733153827799352,edge_score_below_optimizer_minimum;volume_below_minimum
ETH-17MAY26-2350-P,put,2026-05-17,2350.0,3.049874001041667,2267.11,2267.11,0.036561966556541,0.036561966556541,91.137822,82.749515,97.48573,,91.137822,42.27,0.4227,-0.81861,0.00301,0.54643,-3.78674,0.0,0.0,0.1635220125786163,105.11378348140852,105.11378348140852,-0.1329603123255519,-0.2250031170848439,cheap,0.3579634294103959,0.647703117084844,0.25,-1.2522576221321755,0.6661012584881161,front_week,0.3737775277602878,ETH-17MAY26-2350-P: model_edge=-13.30%; vol_spread=-22.50%; surface_score=0.67; spread=16.35%,0.26567631727484686,edge_score_below_optimizer_minimum;dte_below_optimizer_minimum;spread_above_dte_bucket_limit;open_interest_below_minimum;volume_below_minimum
ETH-22MAY26-2150-C,call,2026-05-22,2150.0,8.049874001041667,2267.11,2267.11,-0.0516560731503985,0.0516560731503985,139.200554,136.0266,147.36215,162.098365,139.200554,48.37,0.4836999999999999,0.78272,0.0018,0.99031,-2.97539,150.0,0.0,0.08,157.13772452620287,157.13772452620287,-0.1141493589797516,-0.164003117084844,cheap,0.2781524760645957,0.647703117084844,0.45,-0.6130499407827401,0.5875419947208629,front_month,0.3631679310608428,ETH-22MAY26-2150-C: model_edge=-11.41%; vol_spread=-16.40%; surface_score=0.59; spread=8.00%,0.3126096265588413,edge_score_below_optimizer_minimum;volume_below_minimum
ETH-17MAY26-2175-C,call,2026-05-17,2175.0,3.049874001041667,2267.11,2267.11,-0.0406288181870311,0.0406288181870311,99.75284,96.35217500000002,108.82128,,99.75284,44.61,0.4461,0.85021,0.00252,0.48276,-3.53079,0.0,0.0,0.1215469613259667,111.41759117994434,111.41759117994434,-0.1046939810528235,-0.2016031170848439,cheap,0.3062970981376675,0.647703117084844,0.3804347826086957,-1.0070533640407524,0.623187769647632,front_week,0.361298614157146,ETH-17MAY26-2175-C: model_edge=-10.47%; vol_spread=-20.16%; surface_score=0.62; spread=12.15%,0.25661790020310005,edge_score_below_optimizer_minimum;dte_below_optimizer_minimum;spread_above_dte_bucket_limit;open_interest_below_minimum;volume_below_minimum
ETH-26JUN26-2100-C,call,2026-06-26,2100.0,43.049874001041665,2267.11,2267.11,-0.0737105830771335,0.0737105830771335,261.171072,259.58409500000005,265.25187000000005,249.3821,261.171072,53.91,0.5390999999999999,0.69795,0.00083,2.72169,-1.70424,1378.0,1.0,0.0215982721382289,294.1114471051819,294.1114471051819,-0.1119996362922984,-0.108603117084844,cheap,0.2206027533771424,0.647703117084844,0.546875,-0.0325236203440714,0.5342200652866389,mid_curve,0.357279385433692,ETH-26JUN26-2100-C: model_edge=-11.20%; vol_spread=-10.86%; surface_score=0.53; spread=2.16%,0.3875037628889999,edge_score_below_optimizer_minimum;dte_above_optimizer_maximum;volume_below_minimum
