candidates_file,scenario_file,greeks_file,output_file,rejected_file,report_file,max_positions,min_institutional_edge_score,min_days_to_expiry,max_days_to_expiry,max_abs_moneyness,min_open_interest,min_volume,max_spread_front_week,max_spread_front_month,max_spread_other,max_abs_net_delta_after_hint,max_abs_net_vega_after_hint,max_abs_net_theta_after_hint,max_flat_7d_loss_abs,require_classification_cheap,allow_front_week_exception,exceptional_front_week_min_score,exceptional_front_week_min_oi,exceptional_front_week_min_volume,status,input_candidates,candidate_gate_passed,candidate_gate_rejected,selected,current_net_delta,current_net_gamma,current_net_vega,current_net_theta,flat_7d_loss,portfolio_gate_reasons
outputs/live_backtest_candidates_surface_scored.csv,outputs/scenario_portfolio_pnl.csv,outputs/portfolio_greeks.csv,outputs/optimized_trade_list.csv,outputs/optimizer_rejected_candidates.csv,outputs/optimizer_risk_gate_report.csv,2,0.45,7.0,35.0,0.12,100.0,20.0,0.06,0.08,0.1,5.0,60.0,50.0,350.0,True,False,0.6,500.0,100.0,ok,67,17,50,2,0.487438058346391,0.0039369895019188,4.401601409704402,-6.54261869650474,-51.81406412674556,
