entry_date,exit_date,option_type,entry_spot_price,exit_spot_price,strike_price,entry_option_price,exit_option_price,quantity,holding_days,close_reason,pnl
2021-10-31 00:00:00,2021-11-02 00:00:00,call,4288.07421875,4584.798828125,4300.0,261.7319213816218,442.8059727198295,0.41028288344006797,2,take_profit,74.29158389921476
2021-11-02 00:00:00,2021-11-12 00:00:00,call,4584.798828125,4667.115234375,4600.0,288.24417581590944,270.6402321593205,0.3751230807203186,10,max_holding_days,-6.603645577286564
2021-11-12 00:00:00,2021-11-16 00:00:00,call,4667.115234375,4216.365234375,4650.0,300.7108517981645,152.24314106123546,0.3593518695112147,4,stop_loss,-53.35214941536571
2022-03-30 00:00:00,2022-04-06 00:00:00,call,3385.157958984375,3171.69189453125,3400.0,198.68836677063535,77.14509953785186,0.5411866181675128,7,stop_loss,-65.77758975474036
2022-04-06 00:00:00,2022-04-11 00:00:00,call,3171.69189453125,2981.05224609375,3150.0,197.36834796215393,95.35018316716219,0.541473394734863,5,stop_loss,-55.24012201616487
2022-04-11 00:00:00,2022-04-13 00:00:00,call,2981.05224609375,3118.34423828125,3000.0,170.35150250877314,241.46270302768474,0.624105491283484,2,take_profit,44.38089073561367
2022-04-13 00:00:00,2022-04-17 00:00:00,call,3118.34423828125,2993.4033203125,3100.0,194.52475249283265,111.1803812128338,0.5488304994779896,4,stop_loss,-45.74193291828078
2022-04-17 00:00:00,2022-04-24 00:00:00,call,2993.4033203125,2922.732666015625,3000.0,166.13665245296394,106.96239242767874,0.639856986238405,7,stop_loss,-37.86306368266672
2022-04-24 00:00:00,2022-04-26 00:00:00,call,2922.732666015625,2808.29833984375,2900.0,173.29048157995624,117.73119122918914,0.6112572724116432,2,stop_loss,-33.961020276936424
2022-04-26 00:00:00,2022-04-28 00:00:00,call,2808.29833984375,2936.94091796875,2800.0,167.75338342456806,241.26901413573333,0.6294088068284615,2,take_profit,46.27138540915633
2022-04-28 00:00:00,2022-04-29 00:00:00,call,2936.94091796875,2815.601806640625,2950.0,166.97995387213953,110.66134326820341,0.63509522129818,1,stop_loss,-35.76768046471284
2022-04-29 00:00:00,2022-05-04 00:00:00,call,2815.601806640625,2940.644775390625,2800.0,177.4723207705719,269.7897681380508,0.5955322694448283,5,take_profit,54.9780189401082
2022-08-17 00:00:00,2022-08-19 00:00:00,call,1832.9996337890625,1612.9873046875,1850.0,141.68598923684257,88.29618770935141,0.7498290742350597,2,stop_loss,-40.03322545295227
2022-08-27 00:00:00,2022-08-29 00:00:00,call,1491.39501953125,1553.037353515625,1500.0,119.79252853248944,181.34762137547358,0.8835270712088316,2,take_profit,54.385590897549484
2022-09-09 00:00:00,2022-09-13 00:00:00,call,1719.08544921875,1580.7879638671875,1700.0,150.0065004004997,99.540375434679,0.7091945849810112,4,stop_loss,-35.790302550735056
2022-09-28 00:00:00,2022-10-08 00:00:00,call,1337.410888671875,1315.50048828125,1350.0,97.97162748284944,79.41053058408754,1.0822102020203699,10,max_holding_days,-20.08700842452878
2022-10-09 00:00:00,2022-10-13 00:00:00,call,1322.604248046875,1288.1239013671875,1300.0,107.61631561406605,74.64717612470055,0.9833548387378699,4,stop_loss,-32.420362845891354
2022-10-13 00:00:00,2022-10-19 00:00:00,call,1288.1239013671875,1285.7442626953125,1300.0,81.04436137124254,44.42971148636399,1.3017663323238944,6,stop_loss,-47.66371848996185
2022-11-04 00:00:00,2022-11-06 00:00:00,call,1645.0933837890625,1572.2347412109375,1650.0,92.0057708385739,57.139755418306706,1.1414956139777612,2,stop_loss,-39.79940367911598
2022-11-06 00:00:00,2022-11-08 00:00:00,call,1572.2347412109375,1332.8355712890625,1550.0,103.71977681346362,51.629426464830665,1.008739056817009,2,stop_loss,-52.54557087994756
2022-12-15 00:00:00,2022-12-16 00:00:00,call,1266.3538818359375,1168.2593994140625,1250.0,76.89754450343416,37.29590530024651,1.3537588852740994,1,stop_loss,-53.611070942734386
2022-12-16 00:00:00,2022-12-26 00:00:00,call,1168.2593994140625,1226.974365234375,1150.0,79.47085986086776,100.05616559992863,1.3031773356821748,10,max_holding_days,26.826303887232328
2022-12-26 00:00:00,2022-12-28 00:00:00,call,1226.974365234375,1189.986083984375,1250.0,56.07954621432163,37.657635029870505,1.8515286493208563,2,stop_loss,-34.108696333255565
2022-12-28 00:00:00,2023-01-06 00:00:00,call,1189.986083984375,1269.3790283203125,1200.0,59.79470567600362,88.78941345192779,1.7307853316339592,9,take_profit,50.18361491358264
2025-06-07 00:00:00,2025-06-09 00:00:00,call,2526.50537109375,2681.51708984375,2550.0,159.4084072090392,225.9774515585696,0.6523723400997372,2,take_profit,43.427803240506336
2025-06-09 00:00:00,2025-06-10 00:00:00,call,2681.51708984375,2813.517578125,2700.0,151.3554839533145,227.95391699556367,0.6899513050161336,1,take_profit,52.84918883969075
2025-06-10 00:00:00,2025-06-12 00:00:00,call,2813.517578125,2651.795166015625,2800.0,177.6634375875144,89.24146085324747,0.5907597364349922,2,stop_loss,-52.23614367059655
2025-06-12 00:00:00,2025-06-14 00:00:00,call,2651.795166015625,2533.444091796875,2650.0,155.55214727513865,93.24003047917664,0.6713764223511949,2,stop_loss,-41.83488604360278
2025-06-14 00:00:00,2025-06-20 00:00:00,call,2533.444091796875,2407.30419921875,2550.0,139.42151657903315,71.07687646811685,0.7460519568170806,6,stop_loss,-50.98865249270824
2025-06-20 00:00:00,2025-06-21 00:00:00,call,2407.30419921875,2300.49560546875,2400.0,146.63220817476326,91.25745232060952,0.7058872673996868,1,stop_loss,-39.088335092813395
2025-06-21 00:00:00,2025-06-22 00:00:00,call,2300.49560546875,2228.213134765625,2300.0,136.08196280528762,93.9873408452046,0.7577413146066914,1,stop_loss,-31.896834181905003
2025-06-22 00:00:00,2025-06-23 00:00:00,call,2228.213134765625,2421.824951171875,2250.0,117.64778037199319,250.8271543897752,0.8737602759991359,1,take_profit,116.36684659916932
2025-06-23 00:00:00,2025-07-02 00:00:00,call,2421.824951171875,2571.33544921875,2400.0,167.45883280666104,241.3362028921881,0.6208070590969447,9,take_profit,45.86359285661266
2025-07-02 00:00:00,2025-07-09 00:00:00,call,2571.33544921875,2770.777587890625,2550.0,182.30325999716345,280.9447876564417,0.572772321486193,7,take_profit,56.49913679234931
2025-07-09 00:00:00,2025-07-10 00:00:00,call,2770.777587890625,2954.84521484375,2750.0,180.92917241240855,299.47451163242863,0.5802450285446606,1,take_profit,68.78534373955704
2025-07-10 00:00:00,2025-07-15 00:00:00,call,2954.84521484375,3139.8896484375,2950.0,189.58922155766473,280.9316016823337,0.5573687437513681,5,take_profit,50.911387661346666
2025-07-15 00:00:00,2025-07-16 00:00:00,call,3139.8896484375,3371.5068359375,3150.0,185.83606019638643,336.8216406700049,0.5713649977986002,1,take_profit,86.2678758549294
2025-07-16 00:00:00,2025-07-18 00:00:00,call,3371.5068359375,3549.016357421875,3350.0,227.7443164134186,329.3010487371493,0.4700134807722088,2,take_profit,47.73303325532815
2025-07-18 00:00:00,2025-07-20 00:00:00,call,3549.016357421875,3759.471435546875,3550.0,228.29825602348853,374.0262146160521,0.47096386581704414,2,take_profit,68.63260273637985
2025-07-23 00:00:00,2025-07-26 00:00:00,call,3629.70361328125,3741.39599609375,3650.0,184.77846534386333,264.93450823486637,0.5856015474644642,3,take_profit,46.93950275559935
2025-12-31 00:00:00,2026-01-02 00:00:00,call,2967.03759765625,3124.422607421875,2950.0,173.10430161513366,245.02544106722604,0.6278061796098671,2,take_profit,45.1525357926066
2026-04-05 00:00:00,2026-04-07 00:00:00,call,2108.99560546875,2241.806640625,2100.0,121.10110679217952,225.81947485684054,0.9011269881804624,2,take_profit,94.3645476212811
2026-04-25 00:00:00,2026-04-29 00:00:00,call,2318.8291015625,2253.415771484375,2300.0,135.0946589165841,92.35650220843422,0.8147703394634934,4,stop_loss,-34.821782449143264
2026-04-29 00:00:00,2026-05-03 00:00:00,call,2253.415771484375,2330.080078125,2250.0,124.06238337840729,82.76042176089037,0.8844171802343082,4,final_close,-36.52816443190994
