instrument_name,option_type,expiry,strike,days_to_expiry,underlying_price_usd,spot_price,moneyness,abs_moneyness,mark_price_usd,bid_price_usd,ask_price_usd,last_price_usd,market_price_usd,mark_iv,implied_volatility,delta,gamma,vega,theta,open_interest,volume,bid_ask_spread_pct
ETH-29MAY26-2350-C,call,2026-05-29,2350.0,15.049874001041667,2267.11,2267.11,0.03656196655654109,0.03656196655654109,55.31748400000001,54.41064,56.67775,55.544195,55.31748400000001,48.22,0.48219999999999996,0.37819,0.00171,1.75155,-2.80612,9367.0,360.0,0.04081632653061228
ETH-29MAY26-2350-P,put,2026-05-29,2350.0,15.049874001041667,2267.11,2267.11,0.03656196655654109,0.03656196655654109,136.480022,132.62593500000003,138.29371,136.0266,136.480022,48.22,0.48219999999999996,-0.62176,0.00171,1.75165,-2.80627,17079.0,152.0,0.04184100418410024
ETH-29MAY26-2150-C,call,2026-05-29,2150.0,15.049874001041667,2267.11,2267.11,-0.05165607315039855,0.05165607315039855,161.191521,159.831255,164.365475,162.098365,161.191521,50.15,0.5015,0.71876,0.00146,1.55416,-2.58916,13116.0,100.0,0.027972027972028
ETH-29MAY26-2150-P,put,2026-05-29,2150.0,15.049874001041667,2267.11,2267.11,-0.05165607315039855,0.05165607315039855,42.394957000000005,40.80798,43.07509,44.208645000000004,42.394957000000005,50.15,0.5015,-0.28124,0.00146,1.55416,-2.58916,7531.0,373.0,0.054054054054054106
ETH-29MAY26-2400-C,call,2026-05-29,2400.0,15.049874001041667,2267.11,2267.11,0.05861647648327595,0.05861647648327595,40.127847,38.540870000000005,40.80798,38.540870000000005,40.127847,48.23,0.48229999999999995,0.29977,0.00156,1.60127,-2.56559,21709.0,5228.0,0.05714285714285702
ETH-29MAY26-2400-P,put,2026-05-29,2400.0,15.049874001041667,2267.11,2267.11,0.05861647648327595,0.05861647648327595,171.166805,167.76614,173.433915,175.70102500000002,171.166805,48.23,0.48229999999999995,-0.70028,0.00156,1.60114,-2.56537,7475.0,0.0,0.033222591362126276
ETH-29MAY26-2100-C,call,2026-05-29,2100.0,15.049874001041667,2267.11,2267.11,-0.07371058307713352,0.07371058307713352,199.05225800000002,196.105015,204.03990000000002,299.25852000000003,199.05225800000002,51.41,0.5141,0.78606,0.00123,1.34227,-2.29265,7939.0,0.0,0.03966005665722384
ETH-29MAY26-2100-P,put,2026-05-29,2100.0,15.049874001041667,2267.11,2267.11,-0.07371058307713352,0.07371058307713352,30.379274000000002,29.47243,30.605985,31.73954,30.379274000000002,51.41,0.5141,-0.21394,0.00123,1.34227,-2.29265,66495.0,60179.0,0.037735849056603814
ETH-29MAY26-2450-C,call,2026-05-29,2450.0,15.049874001041667,2267.11,2267.11,0.08067098641001103,0.08067098641001103,28.565586000000003,27.20532,29.47243,24.93821,28.565586000000003,48.3,0.483,0.23134,0.00137,1.40347,-2.25186,7446.0,429.0,0.07999999999999996
ETH-29MAY26-2450-P,put,2026-05-29,2450.0,15.049874001041667,2267.11,2267.11,0.08067098641001103,0.08067098641001103,209.70767500000002,202.90634500000002,213.10834,234.645885,209.70767500000002,48.3,0.483,-0.76866,0.00137,1.40347,-2.25186,2110.0,1.0,0.04904632152588548
ETH-29MAY26-2050-C,call,2026-05-29,2050.0,15.049874001041667,2267.11,2267.11,-0.09576509300386837,0.09576509300386837,239.86023800000004,238.04655,247.11499,223.310335,239.86023800000004,52.75,0.5275,0.84141,0.001,1.11444,-1.95321,5861.0,50.0,0.0373831775700935
ETH-29MAY26-2050-P,put,2026-05-29,2050.0,15.049874001041667,2267.11,2267.11,-0.09576509300386837,0.09576509300386837,21.310834000000003,20.40399,21.537545,26.071765000000003,21.310834000000003,52.75,0.5275,-0.15857,0.001,1.1144,-1.95312,4993.0,89.0,0.054054054054054106
ETH-29MAY26-2500-C,call,2026-05-29,2500.0,15.049874001041667,2267.11,2267.11,0.10272549633674588,0.10272549633674588,20.177279000000002,19.270435000000003,21.537545,21.537545,20.177279000000002,48.64,0.4864,0.17541,0.00115,1.18935,-1.92209,25111.0,77.0,0.11111111111111105
ETH-29MAY26-2500-P,put,2026-05-29,2500.0,15.049874001041667,2267.11,2267.11,0.10272549633674588,0.10272549633674588,251.195788,242.58077,257.31698500000005,209.70767500000002,251.195788,48.64,0.4864,-0.82459,0.00115,1.18935,-1.92209,762.0,0.0,0.05895691609977341
ETH-29MAY26-2000-C,call,2026-05-29,2000.0,15.049874001041667,2267.11,2267.11,-0.11781960293060334,0.11781960293060334,283.615461,281.12164,291.323635,275.453865,283.615461,54.53,0.5453,0.88381,0.00078,0.90082,-1.63201,6807.0,50.0,0.03564356435643568
ETH-29MAY26-2000-P,put,2026-05-29,2000.0,15.049874001041667,2267.11,2267.11,-0.11781960293060334,0.11781960293060334,14.962926000000001,13.60266,15.86977,14.736215,14.962926000000001,54.53,0.5453,-0.11619,0.00078,0.90082,-1.63201,10603.0,1511.0,0.15384615384615388
ETH-29MAY26-2550-C,call,2026-05-29,2550.0,15.049874001041667,2267.11,2267.11,0.12478000626348074,0.12478000626348074,14.509504000000002,13.60266,15.86977,13.60266,14.509504000000002,49.39,0.4939,0.13245,0.00094,0.98726,-1.61994,17001.0,5237.0,0.15384615384615388
ETH-29MAY26-2550-P,put,2026-05-29,2550.0,15.049874001041667,2267.11,2267.11,0.12478000626348074,0.12478000626348074,295.40443300000004,283.38875,365.00471000000005,257.31698500000005,295.40443300000004,49.39,0.4939,-0.86754,0.00094,0.98732,-1.62003,144.0,0.0,0.25174825174825183
