instrument_name,option_type,expiry,strike,days_to_expiry,underlying_price_usd,market_price_usd,implied_volatility,moneyness,abs_moneyness,term_bucket,same_expiry_iv_zscore,same_expiry_iv_percentile,surface_iv_zscore,surface_iv_percentile,surface_relative_value_score,bid_ask_spread_pct,delta,gamma,vega,theta,open_interest,volume,fitted_iv,surface_residual,surface_residual_zscore
ETH-17MAY26-2425-P,put,2026-05-17,2425.0,3.946986305960648,2320.35,113.69715,0.4342,0.0451009545973668,0.0451009545973668,front_week,-0.6118211079228052,0.3875,-1.106647472053235,0.1019736842105263,0.4975754317516296,1.2533333333333332,-0.82959,0.00242,0.61161,-3.36402,0.0,0.0,0.4510006349746589,-0.016800634974658946,-0.495212508460553
ETH-17MAY26-2200-C,call,2026-05-17,2200.0,3.946986305960648,2320.35,127.61925,0.4579,-0.0518671752106363,0.0518671752106363,front_week,-0.1823775936988902,0.5875,-0.8008291215626959,0.2203947368421052,0.4007373250880973,1.3035714285714286,0.8737,0.00188,0.50037,-2.90223,0.0,0.0,0.47896412022477464,-0.021064120224774663,-0.6208822363416108
ETH-17MAY26-2200-P,put,2026-05-17,2200.0,3.946986305960648,2320.35,7.193084999999999,0.4579,-0.0518671752106363,0.0518671752106363,front_week,-0.1823775936988902,0.5875,-0.8008291215626959,0.2203947368421052,0.542625944942819,0.1016949152542372,-0.1263,0.00188,0.50037,-2.90223,0.0,0.0,0.47896412022477464,-0.021064120224774663,-0.6208822363416108
ETH-17MAY26-2450-C,call,2026-05-17,2450.0,3.946986305960648,2320.35,6.49698,0.4438,0.0558751912427004,0.0558751912427004,front_week,-0.437869304692865,0.4375,-0.9827716845127636,0.1151315789473684,0.5673469755611076,0.175438596491228,0.12437,0.00192,0.49501,-2.78258,0.0,0.0,0.45021689300761814,-0.006416893007618163,-0.18914318938651192
ETH-17MAY26-2450-P,put,2026-05-17,2450.0,3.946986305960648,2320.35,135.97251,0.4438,0.0558751912427004,0.0558751912427004,front_week,-0.437869304692865,0.4375,-0.9827716845127636,0.1151315789473684,0.4675976021275235,1.3709677419354838,-0.87563,0.00192,0.49501,-2.78258,0.0,0.0,0.45021689300761814,-0.006416893007618163,-0.18914318938651192
ETH-17MAY26-2175-C,call,2026-05-17,2175.0,3.946986305960648,2320.35,150.590715,0.476,-0.0626414118559699,0.0626414118559699,front_week,0.1455940353075596,0.6875,-0.5672716471374317,0.3388157894736842,0.3441193548902587,1.129770992366412,0.90877,0.00143,0.39583,-2.38654,0.0,0.0,0.4843944860910928,-0.008394486091092834,-0.2474343690388817
ETH-17MAY26-2175-P,put,2026-05-17,2175.0,3.946986305960648,2320.35,4.872735,0.476,-0.0626414118559699,0.0626414118559699,front_week,0.1455940353075596,0.6875,-0.5672716471374317,0.3388157894736842,0.4352758174752927,0.1904761904761904,-0.09123,0.00143,0.39583,-2.38654,0.0,0.0,0.4843944860910928,-0.008394486091092834,-0.2474343690388817
ETH-17MAY26-2475-C,call,2026-05-17,2475.0,3.946986305960648,2320.35,4.6407,0.4558,0.066649427888034,0.066649427888034,front_week,-0.2204295506554395,0.5375,-0.827926950087174,0.1809210526315789,0.5032533126439434,0.2000000000000001,0.09078,0.00149,0.3944,-2.27706,0.0,0.0,0.44989781343050506,0.005902186569494927,0.17397179457147885
ETH-17MAY26-2475-P,put,2026-05-17,2475.0,3.946986305960648,2320.35,158.943975,0.4558,0.066649427888034,0.066649427888034,front_week,-0.2204295506554395,0.5375,-0.827926950087174,0.1809210526315789,0.4175390269296577,1.2167832167832169,-0.90922,0.00149,0.3944,-2.27706,0.0,0.0,0.44989781343050506,0.005902186569494927,0.17397179457147885
ETH-17MAY26-2150-C,call,2026-05-17,2150.0,3.946986305960648,2320.35,174.02624999999998,0.4934,-0.0734156485013036,0.0734156485013036,front_week,0.4608816786618267,0.7375,-0.3427467822203266,0.4440789473684211,0.3057541021514331,1.0100334448160535,0.93491,0.00107,0.30631,-1.91425,0.0,0.0,0.4902895143473388,0.003110485652661199,0.09168411818412131
ETH-17MAY26-2150-P,put,2026-05-17,2150.0,3.946986305960648,2320.35,3.480525,0.4934,-0.0734156485013036,0.0734156485013036,front_week,0.4608816786618267,0.7375,-0.3427467822203266,0.4440789473684211,0.3875275011662114,0.206896551724138,-0.06509,0.00107,0.30631,-1.91425,0.0,0.0,0.4902895143473388,0.003110485652661199,0.09168411818412131
ETH-17MAY26-2500-C,call,2026-05-17,2500.0,3.946986305960648,2320.35,3.24849,0.4675999999999999,0.0774236645333679,0.0774236645333679,front_week,-0.0066137925186394,0.6375,-0.6756629612353453,0.2467105263157894,0.4494689128777168,0.206896551724138,0.06582,0.00113,0.30896,-1.83001,0.0,0.0,0.4500433962433197,0.017556603756680222,0.5174953089277553
ETH-17MAY26-2500-P,put,2026-05-17,2500.0,3.946986305960648,2320.35,182.611545,0.4675999999999999,0.0774236645333679,0.0774236645333679,front_week,-0.0066137925186394,0.6375,-0.6756629612353453,0.2467105263157894,0.3676955138629385,1.0892307692307692,-0.93418,0.00113,0.30896,-1.83001,0.0,0.0,0.4500433962433197,0.017556603756680222,0.5174953089277553
ETH-17MAY26-2125-C,call,2026-05-17,2125.0,3.946986305960648,2320.35,198.15789,0.5179,-0.0841898851466372,0.0841898851466372,front_week,0.904821176488237,0.8375,-0.0266054494347477,0.5888157894736842,0.2422541437569015,0.8672566371681416,0.95167,0.0008,0.24222,-1.58909,0.0,0.0,0.49664920499351245,0.021250795006487577,0.6263846287843854
ETH-17MAY26-2125-P,put,2026-05-17,2125.0,3.946986305960648,2320.35,2.552385,0.5179,-0.0841898851466372,0.0841898851466372,front_week,0.904821176488237,0.8375,-0.0266054494347477,0.5888157894736842,0.2789888376344526,0.2857142857142857,-0.04834,0.0008,0.24228,-1.58944,0.0,0.0,0.49664920499351245,0.021250795006487577,0.6263846287843854
ETH-17MAY26-2100-C,call,2026-05-17,2100.0,3.946986305960648,2320.35,222.521565,0.5425,-0.094964121791971,0.094964121791971,front_week,1.350572672264958,0.9375,0.29082625613771,0.7467105263157895,0.2028821756416058,0.7748691099476439,0.96393,0.00061,0.19112,-1.31323,0.0,0.0,0.5034735580296139,0.03902644197038607,1.1503364160697396
ETH-17MAY26-2100-P,put,2026-05-17,2100.0,3.946986305960648,2320.35,1.85628,0.5425,-0.094964121791971,0.094964121791971,front_week,1.350572672264958,0.9375,0.29082625613771,0.7467105263157895,0.260025032784463,0.2499999999999999,-0.03607,0.00061,0.19112,-1.31323,0.0,0.0,0.5034735580296139,0.03902644197038607,1.1503364160697396
ETH-17MAY26-2550-C,call,2026-05-17,2550.0,3.946986305960648,2320.35,1.85628,0.5014,0.0989721378240351,0.0989721378240351,front_week,0.605841514686776,0.7875,-0.2395169592699342,0.4835526315789473,0.2745403190410208,0.4000000000000001,0.03732,0.00067,0.19653,-1.24815,0.0,0.0,0.4517285490387322,0.04967145096126774,1.4641067951602276
ETH-17MAY26-2550-P,put,2026-05-17,2550.0,3.946986305960648,2320.35,231.338895,0.5014,0.0989721378240351,0.0989721378240351,front_week,0.605841514686776,0.7875,-0.2395169592699342,0.4835526315789473,0.2745403190410208,0.8823529411764705,-0.96268,0.00067,0.19653,-1.24815,0.0,0.0,0.4517285490387322,0.04967145096126774,1.4641067951602276
ETH-17MAY26-2600-C,call,2026-05-17,2600.0,3.946986305960648,2320.35,0.92814,0.5246,0.1205206111147025,0.1205206111147025,front_week,1.0262250391591314,0.8875,0.0598495272862054,0.6282894736842105,0.2152708777770595,0.6666666666666666,0.01982,0.00038,0.11595,-0.77049,0.0,0.0,0.45527235139385575,0.06932764860614421,2.0434893576168167
